   0.0000000000000000        152100000000.00000     
   0.0000000000000000        152100000000.00000     
   18882.093813090964        152098977313.11441     
   37456.613060505420        152095975630.06937     
   55963.604067795590        152091016413.35129     
   74570.628009516542        152084049638.39459     
   93194.848981330171        152075087674.16653     
   111713.43725802054        152064203888.44229     
   130334.45402155076        152051276660.95056     
   148975.48316216891        152036343798.70981     
   167500.57238087337        152019529757.82379     
   186114.50670775073        152000653232.06671     
   204607.28907127870        151979932588.78387     
   223092.57342217281        151957261263.25452     
   241568.86417075020        151932644017.10736     
   260153.80652453273        151905908576.69254     
   278810.17724399443        151877080109.52856     
   297407.31664455088        151846358958.67719     
   315907.17051591084        151813833396.01868     
   334461.08961200499        151779244654.56757     
   353080.09558350116        151742553670.95212     
   371777.50726333313        151703711760.19052     
   390452.34891720879        151662920278.57239     
   409043.28841232497        151620330797.09988     
   427648.19187987415        151575730875.37125     
   445904.73551404913        151530042683.73428     
   464276.53820082982        151482143395.98129     
   482672.74905363453        151432248562.38504     
   501221.29620219767        151379983964.96725     
   519893.49020203657        151325387335.03122     
   538482.97456072923        151269056273.52716     
   556973.69081218820        151211069072.44019     
   575636.64220294124        151150564980.25436     
   594270.18904317531        151088175812.61288     
   612424.43514926045        151025489119.71713     
   630576.50069251505        150960933575.06305     
   649015.08075438510        150893439018.02994     
   667030.64143682853        150825624780.91699     
   685218.24839278217        150755290817.11630     
   703215.48479394254        150683842365.31934     
   721868.46063502994        150607848853.78888     
   740327.56538446853        150530700370.75912     
   759003.55892156460        150450677595.14771     
   777390.40378884878        150369961244.58881     
   796100.02007830504        150285860854.73880     
   814732.50938567834        150200136332.56454     
   833274.56925493875        150112876570.73291     
   851503.29574658547        150025195041.72818     
   870020.00557903608        149934204524.34314     
   888653.74672620278        149840682895.62646     
   906808.22000318021        149747680772.57056     
   925515.18969370262        149649902426.73471     
   944146.22776573792        149550559252.80063     
   962574.49461067992        149450372742.26004     
   980982.41875226342        149348387330.87805     
   999479.10319577344        149243989272.22467     
   1017748.0155944511        149138988082.07556     
   1036596.5805628117        149028689503.37076     
   1055288.1956912654        148917339229.30209     
   1073793.1951649673        148805169561.59317     
   1092293.1350718401        148691111453.96521     
   1110677.0204442192        148575869555.58127     
   1129031.7584295659        148458923080.08197     
   1147717.6592468750        148337931084.84732     
   1166436.6600648589        148214768403.45749     
   1185195.4582883222        148089381239.66443     
   1203888.4553019735        147962481240.22711     
   1222502.7954674512        147834180006.07486     
   1241135.8043674440        147703817822.14719     
   1259904.2236976805        147570555707.94189     
   1278608.7261312979        147435799633.59125     
   1296757.5185728958        147303190246.40933     
   1314804.7155482171        147169511337.09341     
   1333351.3174438793        147030252592.14594     
   1351493.6045154431        146892187044.21649     
   1370157.5338449394        146748251943.61661     
   1388963.3335370547        146601276008.90469     
   1407499.0763890392        146454500464.70004     
   1426278.5560951121        146303862951.30771     
   1444434.0238675701        146156384134.45544     
   1462626.7189178788        146006783728.52069     
   1481523.0543664789        145849471244.40826     
   1500266.6599208242        145691493614.34152     
   1518828.6181854045        145533148304.50885     
   1537286.4834901588        145373819550.85223     
   1555620.2074905864        145213717128.13541     
   1574027.4585290377        145051124646.84763     
   1592650.8290186187        144884740974.91782     
   1611294.6857017523        144716280242.58374     
   1629372.8882967031        144551123080.61566     
   1647957.7330929860        144379484450.25757     
   1666144.9204651320        144209701895.08798     
   1684864.2930778672        144033077142.68869     
   1703737.1503384802        143853082085.00284     
   1722681.1205606214        143670470453.95438     
   1740736.4836253128        143494619476.36392     
   1758869.9859155547        143316236536.82449     
   1777795.8555445035        143128168648.85260     
   1796202.7005351284        142943408843.06110     
   1814936.7409382612        142753494649.87625     
   1832565.9589293650        142573059793.42493     
   1851148.1710556424        142381067415.76474     
   1869075.0246697660        142194094308.20654     
   1887940.0959283952        141995480525.58920     
   1906989.3620201556        141792999760.91263     
   1925165.2200150378        141597999441.75369     
   1944144.1498187580        141392506717.38873     
   1962795.0963982390        141188700209.01816     
   1981359.1996819845        140984009604.71045     
   2000285.4682143575        140773445933.15012     
   2018963.7888335104        140563782869.29968     
   2037448.1914475902        140354482318.91586     
   2055896.6031152620        140143792635.12234     
   2074301.9181380677        139931809314.79846     
   2093034.0899597653        139714232804.98251     
   2111695.2518909234        139495649810.85690     
   2129972.0970498668        139279799578.77380     
   2148547.4769885461        139058633018.90463     
   2166909.7007322544        138838233132.10547     
   2185736.4151751525        138610432655.87177     
   2203800.3873655731        138390126804.82150     
   2221944.2658112035        138167139440.00748     
   2241179.3419223363        137928876333.92001     
   2260443.3039326137        137688335076.47214     
   2278334.5977944997        137463215569.64386     
   2297566.1400056994        137219390227.29109     
   2316148.9671624419        136981979791.60083     
   2334708.1951492932        136743098763.24348     
   2353007.4130942570        136505833617.93356     
   2371916.9806773206        136258852578.47813     
   2390289.2469039992        136017138154.58063     
   2408596.4094630210        135774566704.90184     
   2426832.7512534526        135531236194.66515     
   2445192.4809111808        135284551127.20609     
   2464177.1092999363        135027670819.41289     
   2482834.7762075188        134773435991.35658     
   2501107.5137889045        134522740690.98961     
   2519984.2498222180        134261989790.79192     
   2538903.5366398599        133998850928.48091     
   2558091.4048783598        133730139501.95456     
   2576788.6183207473        133466523399.57936     
   2595611.3691411894        133199370383.62190     
   2614465.7462580795        132929994879.57225     
   2632969.9091150644        132663900607.69812     
   2651653.6718941401        132393496184.10667     
   2671041.0810383377        132111076943.37724     
   2690174.7627613433        131830529237.80945     
   2708648.9310131595        131557935536.99487     
   2727296.3568093535        131281079280.16302     
   2746867.6931043272        130988666400.44543     
   2766219.4050204260        130697686816.38013     
   2785108.3665029602        130411897138.84781     
   2804469.6068533151        130117153244.84537     
   2823369.7295864467        129827667135.96616     
   2842437.8716651555        129533847632.71812     
   2861194.0723054036        129243114289.94817     
   2880671.7155031599        128939396374.22044     
   2899194.6126160049        128648867040.54868     
   2917475.7084250436        128360510242.02716     
   2936091.6989313196        128065220944.27397     
   2954122.2164159361        127777634944.42467     
   2972699.0799908116        127479708843.33220     
   2990684.1313718408        127189705505.63591     
   3008938.9490002580        126893778150.67300     
   3027112.7377722310        126597592843.12111     
   3044956.8609617748        126305258310.26164     
   3063303.5127135189        126003122566.64563     
   3081103.1069372287        125708479762.25212     
   3100216.4271552539        125390432061.72517     
   3118610.8928144514        125082728608.27640     
   3137365.5051234025        124767371388.56960     
   3155896.1422071075        124454168825.65950     
   3174817.4826508528        124132714203.08820     
   3193203.4757442330        123818763198.73633     
   3212021.3830185048        123495817101.59692     
   3230371.0213985015        123179333411.39003     
   3249070.8011349817        122855216225.17175     
   3267393.0426716525        122536085881.46857     
   3285763.7193958568        122214568976.99498     
   3304192.6873867768        121890483782.30602     
   3322989.5210363213        121558336575.86397     
   3341812.7495834189        121224115509.19963     
   3360168.6147680171        120896648062.61322     
   3378876.0095096347        120561344362.54959     
   3397096.4089343986        120233254999.88474     
   3415229.0869477079        119905265812.94839     
   3434107.2515073428        119562228469.34660     
   3452422.4353989116        119227901108.58421     
   3470668.3659720956        118893353748.53619     
   3489241.3934275159        118551291966.02855     
   3508289.2474416960        118198900384.27875     
   3527536.3825382413        117841196907.42004     
   3546302.9189762012        117490857215.88506     
   3564592.4627619027        117147937094.34708     
   3582807.7458410556        116804956721.61998     
   3602147.8599274447        116439214844.10184     
   3621023.2376302159        116080695693.95078     
   3640367.7710859193        115711665571.23959     
   3659067.3194696754        115353405255.58960     
   3678195.8153007436        114985371269.54224     
   3696909.4826666424        114623801184.36482     
   3715752.1125146258        114258228032.21823     
   3734750.6709975800        113888099301.03827     
   3753938.0480532562        113512737621.24123     
   3773354.4861294250        113131310101.70187     
